vendor_id,vendor_name,gstin,state,business_type,gst_status,registration_date,compliance_rating
VND04066,"Clark, Jones and Wilcox",10TTJRR7U97NIZ2,Mississippi,Manufacturer,Suspended,2018-10-24,52
VND04067,Barajas-Moran,17DGJU31RQCXAZ1,Washington,Trader,Active,2023-08-14,61
VND04068,"Foster, Brown and Hughes",200JMWXH0DMGYZ2,New Mexico,Manufacturer,Active,2023-07-04,26
VND04069,Mullen PLC,20NXQ5S8N1RKDZ4,Washington,Manufacturer,Active,2022-09-13,34
VND04070,Vasquez LLC,36ZNJ7W6IPY2SZ1,Nebraska,Service,Active,2019-07-18,75
VND04071,Winters Inc,10KVZRO9MKYVHZ1,Connecticut,Trader,Active,2022-01-25,54
VND04072,Johnson LLC,23A0YYDUEK0A5Z4,Wisconsin,Service,Active,2019-09-09,65
VND04073,"Ryan, Flores and Cannon",348X30P83WC9MZ4,Wyoming,Trader,Cancelled,2022-02-07,25
VND04074,"Turner, Wiley and Pruitt",25273V0NSC31MZ9,Florida,Manufacturer,Active,2018-12-31,54
VND04075,"Howe, Green and Richards",2748JKD0MUDC8Z4,Arkansas,Manufacturer,Active,2022-06-25,32
VND04076,"Bell, Graham and Nelson",21DCPMM1ZHXFZZ6,New Jersey,Service,Suspended,2026-02-15,3
VND04077,Allen-Mcdonald,2923LRRTLL2Y8Z5,South Carolina,Trader,Active,2021-06-10,44
VND04078,Davis-Adams,12HX43XNI21ZXZ9,North Carolina,Service,Cancelled,2018-10-14,43
VND04079,Johnson Group,37SWURK4OKGTMZ6,New Jersey,Trader,Active,2021-11-21,67
VND04080,"Crawford, Waters and Werner",27PE1Q8QC5S21Z4,Hawaii,Trader,Active,2025-03-24,28
VND04081,"Simpson, Johnson and Caldwell",34J7ST4H8VRUVZ7,Texas,Trader,Active,2022-11-21,57
VND04082,"Tanner, Lucas and Copeland",28TV7DA3G8ORCZ6,Hawaii,Service,Active,2018-09-28,51
VND04083,Hawkins Inc,268RG35XYZ7M2Z1,South Dakota,Trader,Active,2023-02-27,62
VND04084,Paul and Sons,29642LEYENR27Z6,Alaska,Trader,Active,2024-10-10,61
VND04085,Romero-Parker,37HY56EX5H85MZ8,Oklahoma,Manufacturer,Active,2021-12-28,26
VND04086,"Lopez, Leon and Griffith",2440I3PWOIRCOZ1,Wisconsin,Service,Active,2025-01-29,96
VND04087,Parker and Sons,10PUMV7WBQUBZZ2,Delaware,Trader,Active,2023-12-22,79
VND04088,"Mccall, Roberts and Snyder",27K6IZV9X1VO5Z1,Arkansas,Service,Active,2023-05-20,50
VND04089,Cervantes Inc,372LFJH7PRHQRZ3,Alabama,Manufacturer,Suspended,2019-08-30,45
VND04090,Weaver PLC,35C8ECML4KZ7VZ9,Michigan,Service,Active,2023-05-06,54
VND04091,"Hubbard, Cunningham and Ellis",10242UBLRUGQGZ7,Tennessee,Trader,Active,2018-04-16,50
VND04092,Padilla-Martinez,115JYH800KCT8Z7,New Jersey,Manufacturer,Active,2020-08-02,22
VND04093,Smith Inc,11P9I0RYL1KRLZ5,Mississippi,Trader,Active,2025-04-07,16
VND04094,"Hudson, Huber and Long",27VDUKSR40A4XZ4,Maine,Trader,Active,2020-04-26,8
VND04095,"Hayes, Frazier and James",10VN1P2VZ8JVYZ2,Washington,Manufacturer,Active,2021-09-27,55
VND04096,Foster-Castillo,247N03VRZXVJ7Z7,New Mexico,Service,Active,2024-11-22,20
VND04097,"Moore, Johnson and Atkinson",24XO2D1JU7T11Z1,Michigan,Service,Active,2020-08-20,89
VND04098,"Strickland, Rodriguez and Pena",27K029Z2SF649Z9,Maryland,Trader,Active,2022-09-19,14
VND04099,Ingram-Faulkner,23XQBKUBHREQSZ2,Missouri,Service,Active,2023-03-08,40
VND04100,Hobbs-Lee,29001UE4AVFXCZ5,Alaska,Service,Active,2026-03-17,64
VND04101,Smith and Sons,19X0SLK55ILAPZ8,New Jersey,Trader,Active,2022-06-12,33
VND04102,Rodriguez Inc,1308D5OMS3GEOZ7,Colorado,Trader,Suspended,2021-10-09,7
VND04103,Coleman-Young,35HVV2BGI5LG6Z1,South Dakota,Manufacturer,Active,2019-06-12,57
VND04104,"Wells, Vargas and Mckenzie",36MEN59U6YRT4Z2,Alabama,Manufacturer,Active,2025-06-04,51
VND04105,Romero Group,25Z2KI536ZB6LZ3,Rhode Island,Manufacturer,Active,2023-10-23,57
VND04106,Becker-Lopez,305IWZV6TTHSWZ7,Arizona,Manufacturer,Active,2025-08-22,24
VND04107,"Mathews, Harris and Rush",12ANJEEJB5A34Z7,Connecticut,Trader,Active,2023-03-08,98
VND04108,"Obrien, Sweeney and Pratt",24YJJOVO3YQODZ2,North Dakota,Service,Active,2020-12-03,63
VND04109,Pace-Rodriguez,17V31Y8NI5HM9Z9,Pennsylvania,Service,Active,2025-02-22,34
VND04110,Alvarez-Ramirez,15KEHMG1T56DRZ1,Connecticut,Trader,Active,2023-09-19,51
VND04111,"White, Warren and Smith",33PIC826C1HNZZ8,Missouri,Service,Suspended,2018-07-28,76
VND04112,"Huffman, Baker and Jenkins",147LDVHL9TVWSZ8,South Dakota,Manufacturer,Active,2021-10-09,49
VND04113,Brown LLC,10300KQ3MG5O9Z6,Vermont,Trader,Active,2023-08-21,62
VND04114,Sutton LLC,1399OVE1WRP5NZ7,Kansas,Service,Active,2023-04-13,68
VND04115,Jones-Coleman,34QDMJJCVDNSDZ4,Pennsylvania,Manufacturer,Active,2019-09-21,46
VND04116,Matthews-Adams,22EN7T9FJZ81DZ7,Texas,Service,Active,2025-01-10,54
VND04117,Roberts-Greene,24GD9PSGP37F7Z1,Montana,Trader,Active,2021-03-02,66
VND04118,Scott-Ruiz,15MXCUJPBHD6XZ9,Arizona,Manufacturer,Active,2023-04-26,1
VND04119,"Leonard, Smith and Robinson",17N0SFXZ5H8RHZ9,South Dakota,Manufacturer,Active,2020-09-25,50
VND04120,"Murray, Vaughn and Daniel",270PGO5YWX0J3Z2,Wyoming,Service,Active,2019-12-13,100
VND04121,"Gutierrez, Hatfield and Johnson",13A2K8GS1RJVZZ8,Ohio,Trader,Active,2024-11-28,31
VND04122,Scott Inc,15AL35GKES0LPZ2,Nebraska,Manufacturer,Active,2023-02-06,64
VND04123,Franco PLC,33JHERWDHYVDOZ7,Florida,Service,Active,2021-06-18,13
VND04124,Sweeney-Smith,273SZ5LU33RLYZ5,Oregon,Manufacturer,Active,2024-04-12,35
VND04125,Spencer-Barber,23R9KSYCN1Z5UZ8,Pennsylvania,Service,Active,2022-12-18,58
VND04126,Brooks Ltd,231GOZWPRAEGOZ2,Wyoming,Service,Cancelled,2024-02-03,79
VND04127,Hale-Cooper,25XL3JWEQRGR9Z6,Georgia,Manufacturer,Active,2025-03-18,51
VND04128,Hernandez Group,31O5U0A7E9P3GZ9,Virginia,Service,Active,2025-03-31,54
VND04129,Alvarez-Ward,17RKBS2MOMR6OZ8,Michigan,Trader,Active,2026-02-23,85
VND04130,Hernandez-Dyer,23Y42UWKW285RZ5,California,Trader,Active,2024-12-30,37
VND04131,"Rice, Bush and White",25RL2UWDDOL7MZ4,Tennessee,Trader,Active,2020-02-13,93
VND04132,Clark Group,35CKCM296KRVOZ5,Oklahoma,Service,Active,2021-02-26,70
VND04133,Diaz Group,31Y4GR450ORDYZ5,Oklahoma,Manufacturer,Active,2021-09-10,55
VND04134,Miller and Sons,34KJR5M8V41F5Z3,Kentucky,Manufacturer,Active,2025-08-19,95
VND04135,"Vazquez, Moss and Smith",13NXL2P8SUPTHZ3,Indiana,Service,Suspended,2021-10-03,88
VND04136,Pitts PLC,12BKD0H774AXHZ4,Iowa,Trader,Active,2024-11-26,36
VND04137,"Morris, Swanson and Jones",178426AMPGX0AZ4,South Dakota,Manufacturer,Active,2025-07-19,4
VND04138,"Willis, Robertson and Hernandez",118Q772KMM7LOZ4,South Carolina,Trader,Active,2020-04-19,52
VND04139,"Murphy, Spence and Camacho",18UGXH5OCZQSDZ1,Rhode Island,Manufacturer,Active,2024-05-10,33
VND04140,"Rivers, Nichols and Bryan",33O5C4XFDE3CSZ2,New Jersey,Trader,Active,2020-06-21,57
VND04141,Carey-Macdonald,143AEGJS99BG4Z9,Louisiana,Manufacturer,Active,2024-04-11,28
VND04142,Ramos Group,26XTHALE4YEBIZ5,Utah,Service,Active,2021-03-12,31
VND04143,"Potter, Dickson and Weaver",139673RVWAS9OZ9,Kentucky,Trader,Active,2020-04-26,3
VND04144,Boyle-Avila,365TOZS9485Z6Z6,Utah,Manufacturer,Active,2023-07-15,28
VND04145,"Sanchez, Johnson and Kim",10DRK60HFHD6TZ3,Maryland,Trader,Suspended,2025-03-19,50
VND04146,"Jones, Wolfe and Grant",30ISIGXFV2CM8Z5,Oklahoma,Manufacturer,Active,2021-01-22,52
VND04147,Johnson-Miller,117W9J4SZTXS7Z4,Illinois,Trader,Cancelled,2025-01-05,50
VND04148,Blevins-Manning,19UJ9EI543EBYZ9,Texas,Service,Active,2023-06-08,37
VND04149,Freeman PLC,29YRPDSLWBTI6Z1,Kentucky,Manufacturer,Active,2019-12-18,90
VND04150,Carroll-Martin,352RQR0N6926MZ4,Oregon,Manufacturer,Active,2026-03-20,12
VND04151,Bautista-Simon,17UMZ8M42K8EWZ8,Texas,Trader,Active,2022-08-11,25
VND04152,Fritz-Jimenez,36ODIAV1PJT3QZ7,Washington,Trader,Active,2024-03-12,6
VND04153,Bell PLC,13RMXTW9P4N41Z6,Hawaii,Trader,Active,2019-07-06,97
VND04154,Miller LLC,152O0YBCFXT57Z6,Wisconsin,Manufacturer,Active,2025-07-03,77
VND04155,Petersen-Cook,37CIATST3OENJZ2,Wyoming,Manufacturer,Active,2024-06-02,76
VND04156,"Stevens, Tate and Adams",249FP4JI5IML2Z8,Kentucky,Manufacturer,Active,2020-10-15,64
VND04157,Torres-Bryant,16Z6IBQM5HFQFZ2,New Hampshire,Manufacturer,Active,2025-01-03,64
VND04158,Beasley LLC,29V6G2VNUYLRSZ7,Washington,Trader,Active,2024-08-11,86
VND04159,Ray Inc,16XATRGC7HDLEZ5,Ohio,Manufacturer,Active,2025-05-27,71
VND04160,"Scott, Gonzalez and Jones",35JJED1OIVJ4XZ3,Tennessee,Manufacturer,Active,2025-01-23,68
VND04161,"Morris, Contreras and Adams",13EX46TDHF8H2Z8,Oklahoma,Trader,Active,2025-11-30,22
VND04162,Kelly-Young,354GT6UZ30ZLNZ1,Colorado,Service,Active,2022-11-04,43
VND04163,Bishop-Castro,12KT33HRSF57UZ5,Iowa,Service,Active,2025-12-30,63
VND04164,Kerr LLC,314BN6DN57B5AZ9,Kentucky,Trader,Active,2022-10-01,46
VND04165,White-Burgess,213BSRW7KI4U5Z1,Nebraska,Manufacturer,Active,2022-07-30,30
VND04166,Smith and Sons,29WQPY8KWGOSXZ2,Missouri,Service,Active,2019-05-25,88
VND04167,"Ramirez, Hernandez and Smith",11OHHF0SV4JJGZ6,Oregon,Trader,Cancelled,2024-05-22,87
VND04168,Heath-Barrera,3703YHNZL5WR9Z7,West Virginia,Manufacturer,Cancelled,2025-09-24,64
VND04169,"Wells, Edwards and Moreno",11RSO21RQUUUBZ6,Washington,Trader,Active,2022-03-23,24
VND04170,Johnson PLC,35QZMKO6MC0QQZ7,New Jersey,Manufacturer,Active,2024-04-05,50
VND04171,Miranda PLC,191K4NHF0FFVZZ6,Wisconsin,Manufacturer,Active,2020-08-07,64
VND04172,Bishop LLC,37X497EI4AYGMZ4,Alabama,Trader,Active,2025-04-09,60
VND04173,"Jackson, Ford and White",2908JFH77PPHKZ8,Washington,Trader,Active,2024-07-19,51
VND04174,Marshall and Sons,16H2GCUZM9241Z1,Iowa,Manufacturer,Active,2024-07-05,47
VND04175,"Clark, Davis and Ward",159UE8FURVG32Z1,Oregon,Manufacturer,Active,2020-07-05,70
VND04176,Morales-Payne,11MH46AU4YCAPZ5,California,Service,Active,2021-10-24,65
VND04177,"Larson, Evans and Taylor",20Q0MWWVB8V43Z5,Connecticut,Service,Active,2023-12-22,64
VND04178,Miller Ltd,14SLEKGRD85USZ3,New Jersey,Service,Active,2026-01-07,46
VND04179,Young Group,34PPOHZBLEC3PZ4,Connecticut,Manufacturer,Active,2020-08-11,14
VND04180,Villanueva-Kelly,206NIZEVDV16LZ6,Pennsylvania,Service,Active,2022-10-22,97
VND04181,Olson-Benitez,10CTP2CP9N897Z5,West Virginia,Trader,Active,2020-06-19,13
VND04182,Thomas-Horn,28YPUHC327FS8Z9,Tennessee,Manufacturer,Cancelled,2020-07-17,50
VND04183,"Bauer, Li and James",19V9H8RGT8RUQZ1,Oklahoma,Manufacturer,Active,2022-03-25,79
VND04184,"Collins, Matthews and Fernandez",345JEQG9R8KU1Z1,Indiana,Service,Active,2020-05-14,54
VND04185,White-Castillo,24Y7SPD9NHQ8XZ1,West Virginia,Trader,Active,2022-06-16,66
VND04186,Clark-Day,3073MXZUSS16QZ9,New York,Service,Active,2023-12-06,65
VND04187,Knight-Lloyd,177A15HF1LINJZ8,Massachusetts,Manufacturer,Active,2023-01-05,72
VND04188,"Decker, James and Holland",31E51BPL654K6Z9,Arkansas,Service,Active,2025-07-14,96
VND04189,Lee-Mercer,327880KOI6PZ5Z6,Louisiana,Manufacturer,Active,2018-08-12,45
VND04190,"Skinner, Romero and Carter",17KJ49ENG3R72Z1,North Dakota,Trader,Active,2018-06-24,43
VND04191,Leon-Coleman,19SUEU1E1RKGZZ5,California,Service,Active,2021-04-26,9
VND04192,Campbell Ltd,134O27X3MYE66Z8,Illinois,Trader,Active,2022-11-08,29
VND04193,Weber Ltd,330FBVGUDYNTHZ4,Kansas,Trader,Suspended,2023-09-15,10
VND04194,Taylor-Willis,20JY4R9B1XELAZ4,Washington,Trader,Active,2019-04-09,49
VND04195,"Johnson, Benjamin and Mccoy",25AN7L2PP4349Z7,Idaho,Trader,Active,2021-12-12,23
VND04196,Hicks PLC,18KWFBUEENMVZZ2,Vermont,Trader,Active,2025-01-03,11
VND04197,"Powell, Jennings and Gomez",25A68GKKJNO35Z3,Montana,Service,Active,2020-10-13,98
VND04198,"Gonzalez, Hancock and Rodriguez",19LD7MPNZUEESZ5,North Carolina,Manufacturer,Active,2023-10-29,33
VND04199,Patel Group,13CKO8HA0WV5EZ6,Maryland,Trader,Active,2023-01-13,75
VND04200,Martin Ltd,210CG93NW4334Z9,New Mexico,Manufacturer,Active,2019-04-06,42
VND04201,Morgan-Bailey,299LW4E16J15VZ3,Mississippi,Trader,Active,2019-12-10,54
VND04202,"Mccormick, Hunt and Jackson",33K0OXFLNJL8YZ7,Michigan,Manufacturer,Suspended,2021-12-24,61
VND04203,Jimenez Inc,243FVRA258AE2Z7,Nevada,Service,Suspended,2025-11-25,4
VND04204,Price-White,20I39RP2IE2QQZ6,Oregon,Service,Active,2019-08-18,55
VND04205,Peters-Thompson,31SDABPQMJGE9Z8,Oklahoma,Trader,Active,2025-04-01,91
VND04206,Perez-Ramsey,12BDS55ZA33S5Z5,Mississippi,Service,Active,2024-04-19,72
VND04207,"Chambers, Rodriguez and Myers",35K2WZNZ9TII9Z3,Vermont,Trader,Active,2020-04-13,97
VND04208,Martin-Riley,27E3RI35LLAM2Z5,Delaware,Manufacturer,Active,2023-08-08,21
VND04209,"Moran, Greene and Contreras",255ZZKSGUZQ6VZ1,California,Manufacturer,Active,2019-07-10,48
VND04210,Boone Group,32FI5BWZZ573HZ4,Indiana,Manufacturer,Cancelled,2025-04-17,62
VND04211,"Logan, Owens and Galloway",13LXAG6ODVKVZZ9,Arizona,Trader,Suspended,2026-03-10,68
VND04212,"Fields, Webb and Perry",23RD3HBDE4HX1Z1,Nebraska,Manufacturer,Active,2023-09-30,37
VND04213,"Walters, Williams and Wilson",321LGOKFCBKQUZ4,Washington,Trader,Active,2019-06-10,2
VND04214,Roberts-Taylor,306WYCF9ZO6EXZ4,Iowa,Service,Active,2026-03-18,40
VND04215,Ali-Turner,10K9WQKR36E83Z4,Louisiana,Manufacturer,Active,2025-12-20,41
VND04216,Thompson Group,235B4WHWROXJVZ7,Montana,Service,Active,2022-10-24,83
VND04217,"Lee, Myers and Turner",20637JTPBLOZ3Z3,Kansas,Service,Active,2021-11-14,44
VND04218,"Warren, Johnson and Lopez",203VZ2FYJCAFXZ6,California,Manufacturer,Active,2024-08-03,45
VND04219,Fox LLC,2168SNWG2US7PZ1,Texas,Service,Suspended,2021-04-27,51
VND04220,"Long, Perez and Sullivan",21HQ8WLW8WB3JZ8,Louisiana,Trader,Active,2024-03-11,62
VND04221,Higgins PLC,17CM6U6JZRTGJZ6,Iowa,Manufacturer,Active,2024-06-06,25
VND04222,Sanders LLC,33KKNVSYQXBUEZ7,Idaho,Trader,Suspended,2020-02-09,52
VND04223,"Buchanan, Gonzalez and Mcdaniel",22PQ04FRDUETJZ4,Michigan,Trader,Active,2021-04-02,20
VND04224,Jones Group,35WAFDE0XTRAVZ5,North Dakota,Trader,Active,2025-05-18,59
VND04225,"Ferguson, King and Martin",23OCVH9OVEGTIZ4,Montana,Service,Active,2020-01-31,56
VND04226,"Carey, Miranda and Sanchez",305Z9DV2D272KZ1,Minnesota,Trader,Active,2019-11-08,35
VND04227,Jennings-Hernandez,33QALJB0NC6IUZ5,Nebraska,Manufacturer,Active,2024-02-20,63
VND04228,Obrien-Rogers,26IMF9WVM16ZEZ7,Delaware,Service,Active,2021-03-25,34
VND04229,Glenn-Murillo,21LS6LH58E0O6Z1,Texas,Service,Active,2025-04-11,42
VND04230,"Morgan, Andrews and Larsen",285MAEY9430A3Z6,Wyoming,Trader,Active,2018-07-22,72
VND04231,Bennett Ltd,22OWNR0GXB9VVZ3,South Dakota,Trader,Active,2025-11-16,73
VND04232,"Jones, Bond and Sawyer",28NRA9OZB5ZXZZ7,Virginia,Manufacturer,Active,2025-12-07,17
VND04233,"Farmer, Morrison and Green",144R30Z8Y8YB4Z1,Vermont,Trader,Active,2020-05-31,38
VND04234,"Hayes, Smith and Miller",28SR9ETNG78E1Z1,Arizona,Service,Cancelled,2020-08-10,67
VND04235,Allen-Carter,19SCYX1J4PPGDZ1,South Carolina,Manufacturer,Active,2018-11-05,39
VND04236,Cooper-Pruitt,26H28HGTEAQ0BZ3,Nebraska,Service,Active,2022-04-18,96
VND04237,"Harris, Gibbs and Vasquez",31FUB26QYZR0VZ4,Georgia,Manufacturer,Active,2021-07-30,53
VND04238,Torres LLC,17OH7MUN0CGX6Z9,Kentucky,Manufacturer,Active,2019-12-26,39
VND04239,Hawkins-Murray,24NLYH6G50MZFZ4,New Hampshire,Service,Active,2024-04-05,21
VND04240,"Boyd, Mercado and Barnes",300G40UGJQV9NZ9,Minnesota,Service,Active,2026-02-18,48
VND04241,"Benson, Williams and Edwards",31KBSVPQBNBYTZ8,New Mexico,Manufacturer,Active,2024-03-21,83
VND04242,Graham-Walker,27NQOZ67GAWWRZ2,Colorado,Manufacturer,Active,2022-01-19,61
VND04243,Murphy Group,21E9ZR4E3BY65Z1,Louisiana,Manufacturer,Active,2019-07-01,42
VND04244,"Ward, Campbell and Vaughn",17LVM3RRSHB5RZ5,Alaska,Trader,Cancelled,2024-12-05,69
VND04245,Joseph-Gray,246N5S333Z2GMZ8,Missouri,Service,Suspended,2018-12-12,51
VND04246,Fry Ltd,117IC7CRRUVOUZ2,Nebraska,Trader,Active,2023-07-04,72
VND04247,Johnson Inc,11OLHJ8JG4BVNZ6,Maryland,Service,Suspended,2025-04-19,0
VND04248,Henderson-Strickland,18CNQMMWTBGANZ3,North Carolina,Manufacturer,Active,2025-10-16,6
VND04249,Pope Group,11EPKM9IESKOUZ7,South Carolina,Trader,Active,2020-11-11,14
VND04250,Day-Mcdonald,252KJKCGOO2EUZ2,Montana,Manufacturer,Active,2022-03-06,50
VND04251,"Rojas, Sanchez and Garrett",18PCVOV2JOT6SZ6,Idaho,Manufacturer,Suspended,2021-08-12,55
VND04252,Campbell-Ruiz,24COAFY7TNNYQZ9,Vermont,Service,Active,2019-01-09,90
VND04253,Warren Inc,33EANTWFPYOHPZ8,Indiana,Service,Active,2023-07-20,68
VND04254,"Olsen, Wiley and Chavez",27Y0FC9SBDS74Z8,Idaho,Manufacturer,Active,2019-09-04,57
VND04255,"Peterson, Carroll and Hernandez",3119YK8984WL1Z2,Hawaii,Trader,Active,2019-07-07,47
VND04256,Richards Group,33DJITYJNW458Z7,New York,Service,Cancelled,2020-05-02,73
VND04257,Harris-George,33FN4C2MJEBKOZ3,Mississippi,Service,Active,2019-04-10,29
VND04258,Jones-Miller,11YAMRX73UPKOZ5,Wyoming,Trader,Suspended,2019-07-28,45
VND04259,Pacheco-Wright,23OO1CUGDZXLRZ5,Mississippi,Manufacturer,Active,2022-05-14,25
VND04260,Caldwell Group,23SQR99B6XAG7Z3,Texas,Trader,Active,2020-10-28,100
VND04261,"King, Summers and Brown",24NOBOAZO4AT6Z6,Indiana,Manufacturer,Active,2019-03-04,60
VND04262,Pearson Inc,161NRZ6JBAU6CZ9,Alaska,Manufacturer,Active,2021-04-27,32
VND04263,Savage and Sons,3672B0LN50T7FZ2,Colorado,Trader,Suspended,2018-08-28,94
VND04264,Robertson PLC,170TNZXQ8PY59Z1,Kentucky,Manufacturer,Cancelled,2024-08-04,3
VND04265,Valencia and Sons,35RANWSUZ9CN6Z6,Georgia,Trader,Active,2021-10-28,55
VND04266,Walker-Huerta,284R3AH50Y6QKZ2,New Mexico,Manufacturer,Cancelled,2025-08-10,65
VND04267,Hernandez-Kirby,26E49O5WFC6G3Z5,West Virginia,Service,Active,2020-06-17,47
VND04268,Clayton-Chandler,32IX49S6A2F5UZ8,Delaware,Trader,Active,2020-03-11,32
VND04269,Monroe LLC,2269E87BB6WR2Z7,Alaska,Manufacturer,Active,2018-09-24,36
VND04270,Garcia Inc,28RUSB7ID9GI9Z6,Alabama,Trader,Active,2025-04-12,48
VND04271,Gomez-Davis,192WG088KBSV9Z9,Illinois,Service,Active,2019-06-01,85
VND04272,Ray-Martinez,328UES056JQAMZ8,Pennsylvania,Manufacturer,Active,2020-11-07,39
VND04273,"Shah, Kelly and Lane",19MQ8WGVYEZN6Z6,Iowa,Manufacturer,Cancelled,2022-03-08,69
VND04274,"Rubio, Chung and Harris",100ENSTZ4C6ZAZ6,Kentucky,Manufacturer,Active,2023-02-03,32
VND04275,"Johnson, Maynard and Shelton",191N529EOIBFVZ4,Montana,Service,Active,2022-12-10,83
VND04276,Hoover Ltd,31HRHMLNIWGZ4Z2,Pennsylvania,Service,Cancelled,2020-02-26,74
VND04277,Hall Group,10EH6ZLHY3ZUKZ6,Massachusetts,Service,Active,2018-07-23,0
VND04278,Valdez-Smith,3681D4WZ1KG2YZ8,Oklahoma,Trader,Active,2019-05-21,59
VND04279,Thomas Group,24AJNJDUFX389Z9,Michigan,Service,Active,2025-10-21,1
VND04280,Smith Ltd,232N8XURD5EQ1Z9,New Hampshire,Trader,Active,2026-02-20,83
VND04281,"Morgan, Walsh and Molina",37DQX8UVWCLKNZ9,Vermont,Service,Active,2020-10-17,95
VND04282,Scott Ltd,29CX2O8HGFVXDZ5,North Dakota,Manufacturer,Active,2024-01-22,21
VND04283,Luna-Ryan,37V0D1HEA4HBHZ7,Nevada,Trader,Active,2022-04-08,34
VND04284,Crane-Ortega,341CZKYE29Y1NZ7,South Carolina,Service,Active,2023-02-08,39
VND04285,Harrison Ltd,22WJJ8XXYP6HBZ7,North Carolina,Manufacturer,Suspended,2022-06-08,90
VND04286,Hansen Group,33H8IATBT3OAPZ7,Massachusetts,Service,Cancelled,2020-08-25,31
VND04287,Mercado PLC,17Q7IPLQGUDESZ3,Connecticut,Manufacturer,Active,2019-06-21,99
VND04288,Lindsey Inc,13ZKJEDP1BNO2Z9,Hawaii,Service,Active,2025-02-10,63
VND04289,"Lopez, Bush and Sherman",28578F6STTINQZ1,South Carolina,Manufacturer,Active,2025-10-13,89
VND04290,Stewart-Hayes,203SP1JJMXB8SZ2,Wisconsin,Trader,Cancelled,2025-03-18,66
VND04291,Phillips Inc,18JSA51P5MVSEZ8,Washington,Trader,Suspended,2019-05-05,32
VND04292,Wood-Maxwell,20Y82GTMH5MVGZ6,Michigan,Manufacturer,Active,2024-09-20,20
VND04293,Pratt-Gross,37PLZEMI1NCJJZ5,South Dakota,Trader,Suspended,2020-08-26,66
VND04294,"Wade, Sellers and Martinez",31HTSS6WK921OZ5,Louisiana,Service,Active,2024-02-29,66
VND04295,Perez Inc,28D6M9MDI1E27Z2,Oklahoma,Trader,Active,2019-04-21,78
VND04296,"Moses, Park and Keller",115BP15R2HDNHZ3,Arkansas,Manufacturer,Active,2023-09-21,23
VND04297,Kennedy-Hahn,165TTMWV3BDO1Z9,Minnesota,Manufacturer,Active,2018-07-04,44
VND04298,Hall and Sons,30E6WRI93WPGDZ8,Montana,Manufacturer,Active,2023-03-16,93
VND04299,Scott-Mcintosh,120K3LCSUCO5YZ8,Missouri,Manufacturer,Active,2024-09-16,66
VND04300,Smith-Ward,16FC8DOW6WH2JZ3,Kansas,Manufacturer,Active,2022-12-08,51
VND04301,Johns and Sons,329R70KD0W4E2Z4,Texas,Trader,Active,2018-11-18,4
VND04302,"Miller, Werner and Dominguez",261B3HPB5E4WZZ7,New Jersey,Service,Active,2024-02-13,25
VND04303,Smith Inc,107YP6LT6X9ISZ6,South Dakota,Service,Active,2020-10-26,53
VND04304,Camacho-Valdez,16ZLCPFYGO0J4Z2,Tennessee,Manufacturer,Active,2020-07-13,56
VND04305,Keller PLC,30CPA5AURNTM7Z6,Kansas,Trader,Active,2025-03-19,16
VND04306,Ayala Group,23UZC3LR1IRATZ4,West Virginia,Manufacturer,Active,2023-04-27,11
VND04307,"Velez, Hanna and Oconnor",27999JLK8I4Q4Z6,Washington,Trader,Active,2024-08-01,54
VND04308,"Gomez, Carr and Hancock",231G2IBOXJTHAZ3,Washington,Trader,Active,2021-05-28,32
VND04309,Williams Ltd,211063ZTX6I7MZ8,Nebraska,Trader,Cancelled,2023-08-12,64
VND04310,Ramsey-Nielsen,34LPT1WK00JCIZ7,Kansas,Service,Active,2023-04-16,8
VND04311,"Peterson, Davis and Curtis",27JZHYZCY5GVRZ8,Colorado,Trader,Active,2019-12-23,46
VND04312,Garcia and Sons,1164HAFSCTHQEZ9,Idaho,Manufacturer,Active,2020-02-22,2
VND04313,"Soto, Williams and Edwards",13V5HRHG1GZNPZ9,Missouri,Trader,Suspended,2021-04-28,37
VND04314,Hendricks Ltd,28ZN35GW50IFHZ9,Kentucky,Manufacturer,Active,2020-12-24,98
VND04315,Roberts Group,23W57UT4P0NDJZ9,Kentucky,Trader,Active,2020-05-15,71
VND04316,Jensen-Wilson,18BHM8NZT1IJIZ2,Arizona,Manufacturer,Active,2018-07-03,61
VND04317,"Nelson, Dougherty and Stewart",342UEFAROMXWLZ4,Mississippi,Trader,Active,2023-05-23,70
VND04318,"Jackson, Smith and Johnson",3789K7805QTG9Z3,North Carolina,Service,Active,2024-04-27,59
VND04319,"Cantrell, Duarte and Kim",327UQ58LLQWF2Z3,Washington,Trader,Active,2021-06-30,85
VND04320,Moses and Sons,17NNKGKSX6FZCZ3,Kansas,Manufacturer,Active,2025-04-11,6
VND04321,Cain LLC,31XOFRP3LO358Z8,New Jersey,Manufacturer,Active,2020-07-14,67
VND04322,"Brady, Burch and Smith",262W3ZINP6CP4Z5,Washington,Trader,Active,2019-06-12,11
VND04323,Sanchez and Sons,36PPO29FHUY23Z7,Kansas,Manufacturer,Active,2024-12-16,9
VND04324,Blake Group,26DZ8VHHIUV45Z1,North Carolina,Service,Active,2018-09-24,48
VND04325,Robinson-Wilson,316PKOKAE9ALLZ9,Missouri,Service,Active,2020-02-28,32
VND04326,Ortiz-Cruz,32JPFGN691XDSZ3,Connecticut,Trader,Active,2018-06-08,3
