vendor_id,tax_period,total_itc_claimed,itc_matched,itc_at_risk,leakage_percentage,aging_bucket
VND03136,2023-Q1,206961,122664,84297,40.73,31-60
VND00033,2023-Q1,197829,155986,41843,21.15,60+
VND00374,2023-Q3,400667,353931,46736,11.66,31-60
VND01002,2023-Q1,194637,184742,9895,5.08,60+
VND00939,2023-Q3,489724,103556,386168,78.85,60+
VND01960,2023-Q3,350810,295860,54950,15.66,0-30
VND00355,2023-Q1,485064,423964,61100,12.6,60+
VND00068,2023-Q1,495679,108191,387488,78.17,0-30
VND03021,2023-Q3,91372,91369,3,0.0,60+
VND00115,2023-Q1,82607,31722,50885,61.6,0-30
VND04830,2023-Q3,105937,91030,14907,14.07,31-60
VND04336,2023-Q1,407727,102496,305231,74.86,0-30
VND01310,2023-Q3,69977,38228,31749,45.37,0-30
VND03647,2023-Q1,211018,98032,112986,53.54,60+
VND03394,2023-Q3,126236,99804,26432,20.94,31-60
VND04483,2023-Q3,422433,364553,57880,13.7,31-60
VND02815,2023-Q1,198328,23998,174330,87.9,60+
VND04482,2023-Q2,233044,182786,50258,21.57,0-30
VND04341,2023-Q3,240481,188520,51961,21.61,60+
VND03868,2023-Q1,458581,321947,136634,29.79,31-60
VND01265,2023-Q1,242176,180410,61766,25.5,60+
VND00262,2023-Q2,99320,69588,29732,29.94,60+
VND02997,2023-Q3,188331,95025,93306,49.54,31-60
VND00973,2023-Q1,162797,97068,65729,40.37,0-30
VND00283,2023-Q3,339341,49937,289404,85.28,60+
VND04374,2023-Q1,57815,30819,26996,46.69,31-60
VND03061,2023-Q2,409199,39456,369743,90.36,60+
VND00810,2023-Q2,168690,39836,128854,76.39,0-30
VND03096,2023-Q3,405483,254061,151422,37.34,31-60
VND00449,2023-Q1,93078,36688,56390,60.58,60+
VND00549,2023-Q1,223325,130404,92921,41.61,60+
VND04507,2023-Q3,163781,100110,63671,38.88,60+
VND02143,2023-Q3,145297,40963,104334,71.81,0-30
VND04010,2023-Q2,221514,120743,100771,45.49,0-30
VND00592,2023-Q3,112781,83587,29194,25.89,60+
VND01295,2023-Q2,340988,134478,206510,60.56,0-30
VND04600,2023-Q3,188873,60941,127932,67.73,31-60
VND04070,2023-Q2,116781,83519,33262,28.48,31-60
VND01507,2023-Q1,358442,119835,238607,66.57,31-60
VND00973,2023-Q1,239001,160693,78308,32.76,31-60
VND01614,2023-Q1,234739,182114,52625,22.42,0-30
VND00755,2023-Q2,265290,118327,146963,55.4,60+
VND04812,2023-Q1,191232,183625,7607,3.98,0-30
VND02916,2023-Q3,278888,127839,151049,54.16,31-60
VND03765,2023-Q2,221031,163955,57076,25.82,60+
VND02276,2023-Q3,372211,317294,54917,14.75,60+
VND01517,2023-Q1,86991,63927,23064,26.51,60+
VND02366,2023-Q3,115086,70121,44965,39.07,31-60
VND00804,2023-Q3,350577,58329,292248,83.36,60+
VND04627,2023-Q3,488959,414238,74721,15.28,60+
VND04214,2023-Q3,362021,131459,230562,63.69,60+
VND03759,2023-Q1,116033,42310,73723,63.54,0-30
VND01385,2023-Q3,150578,102122,48456,32.18,31-60
VND01621,2023-Q3,240330,166926,73404,30.54,31-60
VND01542,2023-Q3,270304,144973,125331,46.37,0-30
VND00537,2023-Q2,103102,66727,36375,35.28,60+
VND02470,2023-Q1,423778,224672,199106,46.98,60+
VND04063,2023-Q2,324656,203206,121450,37.41,31-60
VND03369,2023-Q2,194320,186694,7626,3.92,60+
VND04211,2023-Q3,445332,81159,364173,81.78,31-60
VND01339,2023-Q2,92847,58775,34072,36.7,31-60
VND03994,2023-Q2,455901,326848,129053,28.31,31-60
VND01719,2023-Q3,133928,131447,2481,1.85,60+
VND03218,2023-Q1,197815,173145,24670,12.47,31-60
VND02138,2023-Q1,133993,118254,15739,11.75,0-30
VND04555,2023-Q2,489213,127557,361656,73.93,31-60
VND03968,2023-Q3,158263,42258,116005,73.3,31-60
VND04019,2023-Q1,206409,205995,414,0.2,31-60
VND04546,2023-Q1,69655,44617,25038,35.95,31-60
VND01894,2023-Q3,316131,200122,116009,36.7,60+
VND04708,2023-Q3,377405,134272,243133,64.42,0-30
VND04657,2023-Q2,160511,27329,133182,82.97,31-60
VND02529,2023-Q3,335785,36915,298870,89.01,0-30
VND03366,2023-Q2,425147,269909,155238,36.51,60+
VND03115,2023-Q1,149250,45436,103814,69.56,0-30
VND04756,2023-Q2,453243,377244,75999,16.77,31-60
VND01690,2023-Q1,186979,109251,77728,41.57,60+
VND01930,2023-Q3,250141,51793,198348,79.29,60+
VND02025,2023-Q3,97515,85229,12286,12.6,0-30
VND00127,2023-Q3,329436,153162,176274,53.51,31-60
VND00141,2023-Q2,75869,62979,12890,16.99,31-60
VND00985,2023-Q1,242920,65284,177636,73.13,31-60
VND00765,2023-Q3,291542,97881,193661,66.43,0-30
VND01298,2023-Q1,300834,110625,190209,63.23,60+
VND03406,2023-Q3,474696,31302,443394,93.41,0-30
VND03648,2023-Q2,256041,157768,98273,38.38,31-60
VND02255,2023-Q1,364581,108137,256444,70.34,60+
VND04036,2023-Q1,421678,54104,367574,87.17,60+
VND00311,2023-Q2,96645,56544,40101,41.49,60+
VND01704,2023-Q3,395014,345283,49731,12.59,31-60
VND01970,2023-Q1,454817,142271,312546,68.72,60+
VND04639,2023-Q2,376100,125985,250115,66.5,60+
VND00937,2023-Q2,380003,90391,289612,76.21,31-60
VND02654,2023-Q1,153301,63362,89939,58.67,0-30
VND04325,2023-Q2,376825,102125,274700,72.9,60+
VND04054,2023-Q2,164856,86707,78149,47.4,0-30
VND03969,2023-Q3,391925,154169,237756,60.66,60+
VND03110,2023-Q3,381279,274615,106664,27.98,31-60
VND00037,2023-Q1,93106,37858,55248,59.34,60+
VND02530,2023-Q3,353072,269827,83245,23.58,31-60
VND00415,2023-Q3,306464,163662,142802,46.6,31-60
VND01601,2023-Q3,224086,23736,200350,89.41,0-30
VND04936,2023-Q3,128921,68855,60066,46.59,31-60
VND03632,2023-Q3,490806,61111,429695,87.55,60+
VND03312,2023-Q1,149052,125992,23060,15.47,31-60
VND03195,2023-Q2,300410,282581,17829,5.93,0-30
VND04113,2023-Q1,278048,117941,160107,57.58,0-30
VND01754,2023-Q2,299068,266602,32466,10.86,60+
VND03298,2023-Q3,390466,245216,145250,37.2,0-30
VND00463,2023-Q1,301493,90764,210729,69.9,60+
VND00709,2023-Q2,109843,40179,69664,63.42,60+
VND00982,2023-Q2,131567,40153,91414,69.48,60+
VND02515,2023-Q2,238102,133087,105015,44.11,0-30
VND00732,2023-Q3,252841,66005,186836,73.89,0-30
VND03752,2023-Q1,133383,31206,102177,76.6,0-30
VND00249,2023-Q1,396240,321974,74266,18.74,0-30
VND03247,2023-Q2,330766,138919,191847,58.0,31-60
VND00872,2023-Q2,145118,28709,116409,80.22,60+
VND04326,2023-Q3,311864,280764,31100,9.97,60+
VND04205,2023-Q2,276734,40080,236654,85.52,0-30
VND04748,2023-Q3,76602,35593,41009,53.54,60+
VND04421,2023-Q2,365243,222986,142257,38.95,0-30
VND04929,2023-Q3,299734,297743,1991,0.66,60+
VND01276,2023-Q1,63840,42670,21170,33.16,31-60
VND04649,2023-Q2,80462,53857,26605,33.07,0-30
VND04944,2023-Q2,96149,64868,31281,32.53,31-60
VND02234,2023-Q3,81156,34204,46952,57.85,60+
VND02109,2023-Q2,461349,141052,320297,69.43,31-60
VND00907,2023-Q3,123749,66063,57686,46.62,0-30
VND03116,2023-Q1,83643,48056,35587,42.55,31-60
VND02459,2023-Q3,161605,81701,79904,49.44,31-60
VND04710,2023-Q2,397799,45308,352491,88.61,0-30
VND01480,2023-Q2,86278,22673,63605,73.72,60+
VND02136,2023-Q3,460360,359221,101139,21.97,60+
VND03443,2023-Q1,287285,33287,253998,88.41,31-60
VND00388,2023-Q2,388122,29068,359054,92.51,31-60
VND01564,2023-Q3,480197,420559,59638,12.42,60+
VND00560,2023-Q1,435300,324808,110492,25.38,31-60
VND02940,2023-Q2,278751,158006,120745,43.32,60+
VND00008,2023-Q1,164883,99619,65264,39.58,60+
VND01166,2023-Q2,263040,235928,27112,10.31,60+
VND00848,2023-Q3,145726,36646,109080,74.85,31-60
VND01490,2023-Q1,381617,254176,127441,33.4,0-30
VND01717,2023-Q3,267226,173475,93751,35.08,31-60
VND02072,2023-Q1,327589,96171,231418,70.64,60+
VND01870,2023-Q1,368572,132711,235861,63.99,60+
VND02082,2023-Q2,490745,222037,268708,54.76,60+
VND02057,2023-Q1,103569,44990,58579,56.56,0-30
VND02857,2023-Q3,377010,273795,103215,27.38,60+
VND02417,2023-Q1,462365,407222,55143,11.93,0-30
VND02199,2023-Q2,301904,268888,33016,10.94,60+
VND01420,2023-Q1,312653,49129,263524,84.29,60+
VND00857,2023-Q2,144833,144664,169,0.12,31-60
VND00029,2023-Q2,199727,66951,132776,66.48,31-60
VND04902,2023-Q1,59959,26195,33764,56.31,0-30
VND01153,2023-Q1,456903,315734,141169,30.9,31-60
VND02605,2023-Q2,239344,173747,65597,27.41,31-60
VND04492,2023-Q1,85385,72114,13271,15.54,31-60
VND00002,2023-Q3,292078,21620,270458,92.6,31-60
VND03079,2023-Q1,172377,158833,13544,7.86,31-60
VND00356,2023-Q2,143699,103859,39840,27.72,60+
VND04735,2023-Q2,459552,78581,380971,82.9,60+
VND00887,2023-Q2,466821,402287,64534,13.82,31-60
VND03648,2023-Q2,128046,20481,107565,84.0,60+
VND00128,2023-Q1,241705,187540,54165,22.41,0-30
VND02291,2023-Q1,137394,89387,48007,34.94,0-30
VND04701,2023-Q2,443385,214926,228459,51.53,0-30
VND04212,2023-Q2,493042,123006,370036,75.05,60+
VND03702,2023-Q3,196592,42839,153753,78.21,60+
VND00870,2023-Q1,175116,174217,899,0.51,60+
VND02841,2023-Q2,86445,74952,11493,13.3,60+
VND03379,2023-Q1,142737,127603,15134,10.6,31-60
VND01266,2023-Q1,50510,49627,883,1.75,31-60
VND04750,2023-Q1,403799,59826,343973,85.18,0-30
VND04643,2023-Q3,151424,65155,86269,56.97,0-30
VND01666,2023-Q3,301291,83066,218225,72.43,60+
VND02652,2023-Q1,470342,238081,232261,49.38,60+
VND03249,2023-Q1,314287,159847,154440,49.14,0-30
VND03541,2023-Q3,160190,147829,12361,7.72,60+
VND02818,2023-Q2,107963,104694,3269,3.03,31-60
VND00311,2023-Q1,156037,77220,78817,50.51,60+
VND01527,2023-Q1,312788,293131,19657,6.28,31-60
VND04653,2023-Q1,97332,39107,58225,59.82,0-30
VND01910,2023-Q3,310486,249015,61471,19.8,31-60
VND03913,2023-Q1,213119,48722,164397,77.14,0-30
VND02144,2023-Q2,186731,64292,122439,65.57,0-30
VND00597,2023-Q1,385955,365843,20112,5.21,31-60
VND01671,2023-Q2,218237,90768,127469,58.41,60+
VND03476,2023-Q1,214325,65049,149276,69.65,0-30
VND02906,2023-Q3,453447,272357,181090,39.94,31-60
VND01191,2023-Q3,165628,30311,135317,81.7,31-60
VND02307,2023-Q2,156358,150019,6339,4.05,0-30
VND00456,2023-Q3,185272,40271,145001,78.26,60+
VND01334,2023-Q1,488037,363781,124256,25.46,60+
VND04409,2023-Q3,284006,262448,21558,7.59,31-60
VND01895,2023-Q2,257364,120417,136947,53.21,60+
VND04656,2023-Q2,310799,118176,192623,61.98,60+
VND01052,2023-Q2,314565,213038,101527,32.28,0-30
VND00610,2023-Q1,304584,296670,7914,2.6,31-60
VND03571,2023-Q2,198558,86400,112158,56.49,60+
VND01195,2023-Q1,77688,73995,3693,4.75,0-30
VND03012,2023-Q1,428570,396119,32451,7.57,0-30
VND01118,2023-Q2,110805,68794,42011,37.91,0-30
VND00500,2023-Q3,176660,54607,122053,69.09,31-60
VND01237,2023-Q1,459499,75086,384413,83.66,60+
VND00373,2023-Q1,465220,463133,2087,0.45,60+
VND01248,2023-Q3,376364,289414,86950,23.1,31-60
VND00559,2023-Q3,74628,37995,36633,49.09,60+
VND04797,2023-Q3,225668,106567,119101,52.78,31-60
VND00886,2023-Q3,293119,58131,234988,80.17,0-30
VND01058,2023-Q1,115603,58380,57223,49.5,60+
VND02050,2023-Q3,408927,215253,193674,47.36,60+
VND00801,2023-Q2,454489,112296,342193,75.29,0-30
VND00113,2023-Q1,125628,109013,16615,13.23,60+
VND00752,2023-Q1,294537,240223,54314,18.44,0-30
VND02453,2023-Q1,180014,148339,31675,17.6,0-30
VND04467,2023-Q1,55162,54671,491,0.89,60+
VND02780,2023-Q1,182228,34436,147792,81.1,0-30
VND02060,2023-Q1,323334,77569,245765,76.01,0-30
VND01078,2023-Q2,374907,121919,252988,67.48,31-60
VND03928,2023-Q2,429679,403685,25994,6.05,31-60
VND00062,2023-Q1,334020,240868,93152,27.89,0-30
VND03868,2023-Q2,224298,218753,5545,2.47,0-30
VND02513,2023-Q3,462272,303780,158492,34.29,0-30
VND03643,2023-Q3,203332,46936,156396,76.92,0-30
VND04230,2023-Q1,110038,102258,7780,7.07,60+
VND04098,2023-Q1,187867,149841,38026,20.24,60+
VND00700,2023-Q1,104584,100731,3853,3.68,31-60
VND00366,2023-Q3,363485,241505,121980,33.56,0-30
VND02282,2023-Q1,218152,208023,10129,4.64,0-30
VND00702,2023-Q2,433963,100258,333705,76.9,31-60
VND03763,2023-Q2,188939,148441,40498,21.43,60+
VND02474,2023-Q1,100717,76289,24428,24.25,31-60
VND02380,2023-Q3,475963,228179,247784,52.06,31-60
VND03272,2023-Q2,461552,52283,409269,88.67,60+
VND00367,2023-Q1,431305,192729,238576,55.31,31-60
VND04093,2023-Q2,467985,304680,163305,34.9,0-30
VND04914,2023-Q3,369512,259405,110107,29.8,60+
VND02842,2023-Q3,82438,77714,4724,5.73,60+
VND03468,2023-Q2,426489,281301,145188,34.04,0-30
VND01449,2023-Q3,99122,39465,59657,60.19,0-30
VND03145,2023-Q2,101787,42606,59181,58.14,31-60
VND04959,2023-Q3,328261,204495,123766,37.7,31-60
VND03333,2023-Q2,86563,43933,42630,49.25,60+
VND04083,2023-Q1,489850,207236,282614,57.69,60+
VND02799,2023-Q1,182403,126274,56129,30.77,31-60
VND00017,2023-Q1,158004,73913,84091,53.22,31-60
VND00852,2023-Q2,472397,318427,153970,32.59,60+
VND01981,2023-Q2,412530,234736,177794,43.1,60+
VND00922,2023-Q3,190967,45817,145150,76.01,60+
VND00040,2023-Q3,316909,82041,234868,74.11,60+
VND02835,2023-Q3,62335,36065,26270,42.14,0-30
VND03647,2023-Q3,77160,66253,10907,14.14,0-30
VND01262,2023-Q1,276595,68611,207984,75.19,60+
VND01894,2023-Q3,288084,124953,163131,56.63,60+
VND04924,2023-Q3,245562,207775,37787,15.39,31-60
VND00806,2023-Q1,384021,111326,272695,71.01,0-30
VND04160,2023-Q3,341820,239519,102301,29.93,0-30
VND03002,2023-Q2,78467,64743,13724,17.49,0-30
VND00972,2023-Q3,57227,53163,4064,7.1,0-30
VND03678,2023-Q1,123312,99290,24022,19.48,31-60
VND04744,2023-Q1,266798,189655,77143,28.91,0-30
VND01746,2023-Q1,134638,69470,65168,48.4,31-60
VND01074,2023-Q2,461162,199202,261960,56.8,0-30
VND00635,2023-Q1,236902,54899,182003,76.83,31-60
VND03873,2023-Q1,498739,274993,223746,44.86,0-30
VND02499,2023-Q2,119419,76945,42474,35.57,31-60
VND02194,2023-Q3,56228,44183,12045,21.42,60+
VND01096,2023-Q1,151986,65549,86437,56.87,0-30
VND03354,2023-Q1,375726,243116,132610,35.29,31-60
VND04478,2023-Q3,281651,185189,96462,34.25,31-60
VND00029,2023-Q1,391761,375084,16677,4.26,60+
VND04454,2023-Q2,280137,259312,20825,7.43,0-30
VND00817,2023-Q3,168481,143406,25075,14.88,0-30
VND03190,2023-Q1,155116,115110,40006,25.79,31-60
VND03746,2023-Q3,369456,317480,51976,14.07,0-30
VND01772,2023-Q2,95207,36395,58812,61.77,60+
VND03395,2023-Q3,268934,160272,108662,40.4,60+
VND02270,2023-Q3,334482,118229,216253,64.65,0-30
VND03605,2023-Q3,382866,380337,2529,0.66,60+
VND03302,2023-Q2,65355,37772,27583,42.2,0-30
VND04755,2023-Q3,196101,83694,112407,57.32,60+
VND03371,2023-Q2,109458,42834,66624,60.87,60+
VND01609,2023-Q1,234220,130030,104190,44.48,31-60
VND04424,2023-Q3,160533,137642,22891,14.26,60+
VND02474,2023-Q1,268063,257150,10913,4.07,60+
VND01880,2023-Q3,317242,296498,20744,6.54,31-60
VND03666,2023-Q2,254169,104441,149728,58.91,0-30
VND03202,2023-Q3,457055,132217,324838,71.07,31-60
VND02905,2023-Q1,457731,268481,189250,41.35,0-30
VND01864,2023-Q2,344653,56445,288208,83.62,60+
VND02853,2023-Q1,484987,339070,145917,30.09,31-60
VND03425,2023-Q1,338365,224343,114022,33.7,31-60
VND00580,2023-Q3,135909,39793,96116,70.72,0-30
VND02396,2023-Q2,258596,72232,186364,72.07,60+
VND02107,2023-Q2,388485,249245,139240,35.84,31-60
VND00066,2023-Q1,254790,34263,220527,86.55,31-60
VND04302,2023-Q2,493471,475629,17842,3.62,0-30
VND03696,2023-Q1,75596,49695,25901,34.26,60+
VND02208,2023-Q1,111445,89226,22219,19.94,0-30
VND03199,2023-Q1,289453,268335,21118,7.3,60+
VND03806,2023-Q3,419212,57290,361922,86.33,60+
VND02450,2023-Q1,276876,231960,44916,16.22,60+
VND03197,2023-Q3,392121,226398,165723,42.26,0-30
VND02553,2023-Q2,353750,99669,254081,71.83,31-60
VND01930,2023-Q1,314930,184524,130406,41.41,0-30
VND03691,2023-Q1,408930,311287,97643,23.88,60+
VND01574,2023-Q1,438831,103121,335710,76.5,60+
VND02792,2023-Q3,202618,131913,70705,34.9,31-60
VND00872,2023-Q1,417620,253837,163783,39.22,31-60
VND04607,2023-Q3,388088,186071,202017,52.05,60+
VND02133,2023-Q1,430362,328479,101883,23.67,0-30
VND02162,2023-Q2,387879,49616,338263,87.21,0-30
VND03567,2023-Q3,227791,164325,63466,27.86,60+
VND03484,2023-Q2,219227,24860,194367,88.66,60+
VND01005,2023-Q2,426206,382866,43340,10.17,0-30
VND02947,2023-Q1,494664,154795,339869,68.71,60+
VND02162,2023-Q3,471489,20305,451184,95.69,31-60
VND02599,2023-Q2,451255,90782,360473,79.88,0-30
VND02856,2023-Q2,180537,166373,14164,7.85,0-30
VND03363,2023-Q2,392941,46894,346047,88.07,60+
VND02612,2023-Q2,491419,488911,2508,0.51,60+
VND02424,2023-Q1,489179,471328,17851,3.65,0-30
VND02433,2023-Q1,427315,82805,344510,80.62,0-30
VND01318,2023-Q2,339872,335675,4197,1.23,31-60
VND00476,2023-Q2,256657,250399,6258,2.44,0-30
VND03551,2023-Q3,62821,42517,20304,32.32,31-60
VND00883,2023-Q3,451047,383725,67322,14.93,60+
VND03013,2023-Q1,133879,61748,72131,53.88,31-60
VND00303,2023-Q3,294285,106756,187529,63.72,31-60
VND01432,2023-Q2,163172,25548,137624,84.34,31-60
VND01890,2023-Q2,123270,40731,82539,66.96,31-60
VND04370,2023-Q3,149893,74293,75600,50.44,0-30
VND00441,2023-Q1,93008,70151,22857,24.58,31-60
VND01111,2023-Q2,285386,48665,236721,82.95,60+
VND03366,2023-Q2,239616,216517,23099,9.64,31-60
VND04927,2023-Q1,306479,57680,248799,81.18,60+
VND04972,2023-Q3,332544,195387,137157,41.24,0-30
VND01255,2023-Q3,449349,266473,182876,40.7,0-30
VND04644,2023-Q1,195476,23914,171562,87.77,31-60
VND02245,2023-Q3,168879,136178,32701,19.36,31-60
VND04237,2023-Q2,396864,288668,108196,27.26,31-60
VND01826,2023-Q2,145016,23926,121090,83.5,60+
VND00762,2023-Q2,65021,55416,9605,14.77,60+
VND02887,2023-Q2,109244,29928,79316,72.6,0-30
VND02196,2023-Q3,241346,35302,206044,85.37,60+
VND02646,2023-Q1,394163,371841,22322,5.66,60+
VND01627,2023-Q3,406166,73135,333031,81.99,0-30
VND04820,2023-Q2,210522,115468,95054,45.15,60+
VND03804,2023-Q3,134035,63043,70992,52.97,60+
VND01932,2023-Q2,347179,75694,271485,78.2,0-30
VND03328,2023-Q1,490795,321267,169528,34.54,60+
VND00496,2023-Q3,285323,68760,216563,75.9,60+
VND03838,2023-Q2,471792,84629,387163,82.06,0-30
VND04939,2023-Q3,337492,172908,164584,48.77,0-30
VND04574,2023-Q3,454796,210032,244764,53.82,0-30
VND00788,2023-Q2,460538,329902,130636,28.37,0-30
VND03054,2023-Q3,79524,78602,922,1.16,0-30
VND03012,2023-Q1,100858,68324,32534,32.26,0-30
VND03755,2023-Q3,78336,39814,38522,49.18,0-30
VND04024,2023-Q3,368854,360835,8019,2.17,60+
VND03310,2023-Q3,200206,116699,83507,41.71,60+
VND03654,2023-Q3,145475,32060,113415,77.96,31-60
VND02260,2023-Q1,447306,390848,56458,12.62,0-30
VND01226,2023-Q1,216133,38851,177282,82.02,60+
VND04551,2023-Q1,319844,26172,293672,91.82,0-30
VND04368,2023-Q1,72957,41482,31475,43.14,31-60
VND01614,2023-Q2,75541,49210,26331,34.86,31-60
VND04481,2023-Q1,402865,182292,220573,54.75,31-60
VND01403,2023-Q2,302715,225488,77227,25.51,31-60
VND00962,2023-Q3,441064,232484,208580,47.29,31-60
VND03627,2023-Q1,136398,91926,44472,32.6,60+
VND00312,2023-Q1,93603,34516,59087,63.13,31-60
VND03995,2023-Q3,177686,167580,10106,5.69,60+
VND01193,2023-Q2,465474,56049,409425,87.96,31-60
VND03527,2023-Q3,376595,282056,94539,25.1,60+
VND02749,2023-Q1,165960,79033,86927,52.38,60+
VND02029,2023-Q3,228498,80535,147963,64.75,0-30
VND01259,2023-Q2,274868,51823,223045,81.15,31-60
VND03146,2023-Q1,253155,79009,174146,68.79,31-60
VND04526,2023-Q3,447556,114165,333391,74.49,60+
VND00446,2023-Q2,216214,142977,73237,33.87,31-60
VND02115,2023-Q3,284567,109335,175232,61.58,60+
VND00948,2023-Q2,79435,44475,34960,44.01,60+
VND03812,2023-Q1,281786,21517,260269,92.36,60+
VND01784,2023-Q2,262359,145400,116959,44.58,31-60
VND02858,2023-Q3,365916,154721,211195,57.72,60+
VND00979,2023-Q1,283782,238857,44925,15.83,0-30
VND04386,2023-Q3,437195,401569,35626,8.15,60+
VND04256,2023-Q1,363488,152195,211293,58.13,31-60
VND04712,2023-Q3,70271,28560,41711,59.36,0-30
VND02206,2023-Q1,186615,173348,13267,7.11,60+
VND00276,2023-Q2,53284,31145,22139,41.55,31-60
VND04181,2023-Q3,124540,37242,87298,70.1,60+
VND04457,2023-Q2,212105,82469,129636,61.12,60+
VND00894,2023-Q2,355094,42069,313025,88.15,60+
VND01743,2023-Q3,329381,33098,296283,89.95,31-60
VND00648,2023-Q1,483638,282032,201606,41.69,0-30
VND01263,2023-Q1,247550,183001,64549,26.08,60+
VND01445,2023-Q1,218667,177496,41171,18.83,60+
VND01973,2023-Q2,57510,39910,17600,30.6,0-30
VND00624,2023-Q2,426203,295527,130676,30.66,0-30
VND01093,2023-Q1,149054,38804,110250,73.97,31-60
VND01953,2023-Q1,88731,24756,63975,72.1,60+
VND00639,2023-Q2,347357,28561,318796,91.78,31-60
VND02967,2023-Q1,493175,38677,454498,92.16,60+
VND03209,2023-Q3,489663,309559,180104,36.78,60+
VND03513,2023-Q1,398190,153750,244440,61.39,0-30
VND04048,2023-Q2,443136,44969,398167,89.85,60+
VND02182,2023-Q3,438404,159966,278438,63.51,31-60
VND04797,2023-Q1,191537,135935,55602,29.03,60+
VND01106,2023-Q1,419587,355717,63870,15.22,31-60
VND00454,2023-Q1,108393,29194,79199,73.07,0-30
VND00810,2023-Q1,437522,214084,223438,51.07,60+
VND01018,2023-Q2,325857,79096,246761,75.73,31-60
VND00798,2023-Q3,424109,396810,27299,6.44,0-30
VND00978,2023-Q2,186234,38930,147304,79.1,31-60
VND03590,2023-Q3,92835,33163,59672,64.28,60+
VND04562,2023-Q1,452245,339937,112308,24.83,0-30
VND03740,2023-Q3,474524,164433,310091,65.35,0-30
VND01182,2023-Q1,113586,71593,41993,36.97,60+
VND03685,2023-Q2,344367,275353,69014,20.04,0-30
VND02247,2023-Q3,88412,77431,10981,12.42,60+
VND00716,2023-Q1,105753,23531,82222,77.75,0-30
VND04940,2023-Q1,426723,56789,369934,86.69,0-30
VND00322,2023-Q2,149530,117115,32415,21.68,60+
VND00911,2023-Q2,127631,29323,98308,77.03,31-60
VND00157,2023-Q1,246623,32007,214616,87.02,60+
VND04299,2023-Q2,115715,24119,91596,79.16,0-30
VND03119,2023-Q2,319142,58274,260868,81.74,0-30
VND01177,2023-Q2,170676,65746,104930,61.48,0-30
VND02607,2023-Q2,466861,69661,397200,85.08,60+
VND03341,2023-Q2,127961,25379,102582,80.17,31-60
VND00435,2023-Q1,177191,154940,22251,12.56,31-60
VND00605,2023-Q1,107658,37715,69943,64.97,31-60
VND02537,2023-Q2,390877,154327,236550,60.52,0-30
VND03161,2023-Q1,458429,27214,431215,94.06,31-60
VND00472,2023-Q2,412065,365725,46340,11.25,31-60
VND02572,2023-Q3,141282,84113,57169,40.46,31-60
VND01312,2023-Q2,429991,427207,2784,0.65,60+
VND01111,2023-Q2,115964,40438,75526,65.13,0-30
VND03526,2023-Q1,467588,275995,191593,40.97,60+
VND04441,2023-Q1,166605,65777,100828,60.52,31-60
VND01492,2023-Q3,293596,99202,194394,66.21,31-60
VND03696,2023-Q3,262830,77210,185620,70.62,60+
VND01124,2023-Q2,303143,212207,90936,30.0,60+
VND01424,2023-Q1,72171,56048,16123,22.34,0-30
VND04305,2023-Q2,295212,243456,51756,17.53,60+
VND04788,2023-Q2,126310,115259,11051,8.75,60+
VND02751,2023-Q1,97086,74409,22677,23.36,31-60
VND02040,2023-Q3,232891,34104,198787,85.36,31-60
VND04237,2023-Q2,322335,270201,52134,16.17,0-30
VND01307,2023-Q2,169194,96554,72640,42.93,0-30
VND00315,2023-Q1,274750,260316,14434,5.25,60+
VND01478,2023-Q1,463244,108450,354794,76.59,0-30
VND04568,2023-Q1,284335,180361,103974,36.57,60+
VND04662,2023-Q1,72238,30968,41270,57.13,60+
VND00712,2023-Q1,219631,125666,93965,42.78,31-60
VND02181,2023-Q1,320045,302921,17124,5.35,31-60
VND03730,2023-Q1,446306,173634,272672,61.1,0-30
VND01842,2023-Q2,230010,118481,111529,48.49,0-30
VND00390,2023-Q2,135127,105249,29878,22.11,60+
VND01979,2023-Q1,444461,229118,215343,48.45,0-30
VND04138,2023-Q1,203331,104751,98580,48.48,60+
VND00843,2023-Q2,456547,382514,74033,16.22,60+
VND03685,2023-Q2,193243,71957,121286,62.76,31-60
VND03977,2023-Q1,482940,227414,255526,52.91,0-30
VND01353,2023-Q1,447119,168175,278944,62.39,0-30
VND03191,2023-Q2,371184,126123,245061,66.02,0-30
VND03816,2023-Q1,126530,25060,101470,80.19,60+
VND00407,2023-Q2,381193,363239,17954,4.71,60+
VND03479,2023-Q2,391814,145597,246217,62.84,31-60
VND03039,2023-Q3,220398,142369,78029,35.4,31-60
VND03723,2023-Q2,355775,169580,186195,52.34,60+
VND02415,2023-Q1,279382,258571,20811,7.45,60+
VND04857,2023-Q3,376376,85323,291053,77.33,0-30
VND04366,2023-Q3,341184,297113,44071,12.92,60+
VND00034,2023-Q2,258888,139629,119259,46.07,31-60
VND02359,2023-Q2,370479,259872,110607,29.86,0-30
VND02108,2023-Q3,359772,192518,167254,46.49,31-60
VND04330,2023-Q3,438711,266879,171832,39.17,31-60
VND04719,2023-Q1,448516,118966,329550,73.48,0-30
VND03722,2023-Q3,141899,131708,10191,7.18,0-30
VND04484,2023-Q3,219867,173586,46281,21.05,0-30
VND00415,2023-Q1,123129,66685,56444,45.84,60+
VND00412,2023-Q2,302785,36971,265814,87.79,60+
VND00266,2023-Q3,301272,123695,177577,58.94,60+
