vendor_id,mismatch_rate,filing_delay_frequency,gst_status_score,vendor_risk_score,risk_category
VND01897,0.074,0.291,15,14.61,Low
VND01898,0.079,0.242,4,12.85,Low
VND01899,0.096,0.012,15,4.3,Low
VND01900,0.197,0.101,16,11.92,Low
VND01901,0.243,0.354,4,23.89,Low
VND01902,0.088,0.09,1,7.1,Low
VND01903,0.173,0.037,14,8.41,Low
VND01904,0.274,0.307,3,23.2,Low
VND01905,0.216,0.127,2,13.72,Low
VND01906,0.003,0.388,15,15.66,Low
VND01907,0.129,0.151,15,11.19,Low
VND01908,0.129,0.258,13,15.5,Low
VND01909,0.029,0.148,5,7.07,Low
VND01910,0.259,0.273,8,21.3,Low
VND01911,0.107,0.322,18,17.15,Low
VND01912,0.201,0.129,0,13.22,Low
VND01913,0.279,0.056,19,13.41,Low
VND01914,0.258,0.229,2,19.49,Low
VND01915,0.282,0.028,0,12.38,Low
VND01916,0.029,0.149,0,7.13,Low
VND01917,0.204,0.284,12,19.5,Low
VND01918,0.063,0.08,14,5.73,Low
VND01919,0.112,0.336,7,17.91,Low
VND01920,0.087,0.28,19,14.71,Low
VND01921,0.275,0.242,19,20.69,Low
VND01922,0.227,0.289,3,20.64,Low
VND01923,0.164,0.303,19,18.65,Low
VND01924,0.045,0.128,4,6.91,Low
VND01925,0.21,0.074,0,11.34,Low
VND01926,0.204,0.233,3,17.48,Low
VND01927,0.293,0.31,5,24.11,Low
VND01928,0.208,0.236,19,17.79,Low
VND01929,0.121,0.324,12,17.78,Low
VND01930,0.273,0.024,0,11.88,Low
VND01931,0.202,0.288,11,19.6,Low
VND01932,0.289,0.248,17,21.46,Low
VND01933,0.185,0.017,19,8.09,Low
VND01934,0.177,0.227,7,16.17,Low
VND01935,0.232,0.173,17,16.21,Low
VND01936,0.039,0.279,18,12.71,Low
VND01937,0.272,0.172,13,17.74,Low
VND01938,0.238,0.347,16,23.41,Low
VND01939,0.037,0.046,3,3.32,Low
VND01940,0.115,0.338,18,18.13,Low
VND01941,0.075,0.383,3,18.31,Low
VND01942,0.055,0.361,11,16.66,Low
VND01943,0.132,0.222,11,14.19,Low
VND01944,0.257,0.13,1,15.5,Low
VND01945,0.218,0.279,7,19.88,Low
VND01946,0.166,0.089,13,10.22,Low
VND01947,0.084,0.071,10,6.22,Low
VND01948,0.111,0.132,16,9.71,Low
VND01949,0.254,0.267,0,20.83,Low
VND01950,0.033,0.278,16,12.44,Low
VND01951,0.119,0.34,6,18.38,Low
VND01952,0.143,0.051,14,7.77,Low
VND01953,0.157,0.382,17,21.55,Low
VND01954,0.142,0.101,6,9.72,Low
VND01955,0.244,0.377,17,24.88,Low
VND01956,0.11,0.32,15,17.19,Low
VND01957,0.095,0.364,10,18.37,Low
VND01958,0.222,0.097,14,12.76,Low
VND01959,0.228,0.312,12,21.57,Low
VND01960,0.122,0.327,19,17.95,Low
VND01961,0.203,0.085,6,11.53,Low
VND01962,0.274,0.145,5,16.76,Low
VND01963,0.115,0.063,17,7.11,Low
VND01964,0.22,0.025,7,9.79,Low
VND01965,0.162,0.263,1,17.0,Low
VND01966,0.004,0.347,17,14.04,Low
VND01967,0.162,0.015,0,7.07,Low
VND01968,0.223,0.387,2,24.41,Low
VND01969,0.188,0.001,12,7.56,Low
VND01970,0.089,0.303,9,15.68,Low
VND01971,0.162,0.059,5,8.82,Low
VND01972,0.035,0.049,19,3.37,Low
VND01973,0.21,0.172,16,15.28,Low
VND01974,0.031,0.109,8,5.59,Low
VND01975,0.05,0.013,17,2.5,Low
VND01976,0.032,0.237,20,10.72,Low
VND01977,0.078,0.358,1,17.43,Low
VND01978,0.015,0.051,5,2.63,Low
VND01979,0.194,0.302,18,19.86,Low
VND01980,0.106,0.107,9,8.49,Low
VND01981,0.225,0.095,1,12.81,Low
VND01982,0.068,0.164,6,9.3,Low
VND01983,0.218,0.06,10,11.13,Low
VND01984,0.295,0.147,13,17.71,Low
VND01985,0.227,0.065,1,11.69,Low
VND01986,0.01,0.123,18,5.31,Low
VND01987,0.103,0.09,3,7.71,Low
VND01988,0.286,0.152,14,17.52,Low
VND01989,0.27,0.395,8,26.57,Medium
VND01990,0.114,0.318,17,17.29,Low
VND01991,0.037,0.251,17,11.52,Low
VND01992,0.052,0.067,15,4.76,Low
VND01993,0.128,0.036,18,6.56,Low
VND01994,0.242,0.097,3,13.56,Low
VND01995,0.094,0.321,3,16.6,Low
VND01996,0.123,0.069,10,7.68,Low
VND01997,0.115,0.146,16,10.45,Low
VND01998,0.104,0.053,14,6.28,Low
VND01999,0.04,0.111,13,6.04,Low
VND02000,0.092,0.198,7,11.6,Low
VND02001,0.192,0.066,3,10.32,Low
VND02002,0.034,0.344,20,15.12,Low
VND02003,0.019,0.173,17,7.71,Low
VND02004,0.029,0.073,8,4.1,Low
VND02005,0.299,0.081,3,15.22,Low
VND02006,0.086,0.012,8,3.91,Low
VND02007,0.203,0.315,0,20.74,Low
VND02008,0.27,0.32,19,23.59,Low
VND02009,0.164,0.119,7,11.33,Low
VND02010,0.051,0.161,17,8.5,Low
VND02011,0.034,0.395,9,17.16,Low
VND02012,0.242,0.18,9,16.89,Low
VND02013,0.071,0.311,11,15.26,Low
VND02014,0.289,0.351,0,25.61,Medium
VND02015,0.114,0.293,10,16.27,Low
VND02016,0.151,0.116,20,10.68,Low
VND02017,0.114,0.359,10,18.94,Low
VND02018,0.266,0.362,12,25.09,Medium
VND02019,0.077,0.085,3,6.49,Low
VND02020,0.086,0.094,13,7.19,Low
VND02021,0.158,0.036,12,7.77,Low
VND02022,0.033,0.393,19,17.05,Low
VND02023,0.289,0.233,10,20.9,Low
VND02024,0.065,0.132,20,7.85,Low
VND02025,0.169,0.124,15,11.75,Low
VND02026,0.147,0.265,0,16.46,Low
VND02027,0.172,0.371,2,21.72,Low
VND02028,0.02,0.39,3,16.4,Low
VND02029,0.063,0.248,11,12.42,Low
VND02030,0.151,0.175,11,13.07,Low
VND02031,0.261,0.047,10,12.35,Low
VND02032,0.175,0.188,14,14.54,Low
VND02033,0.066,0.384,9,18.02,Low
VND02034,0.264,0.133,15,15.9,Low
VND02035,0.227,0.285,15,20.5,Low
VND02036,0.113,0.183,2,11.85,Low
VND02037,0.104,0.295,15,15.97,Low
VND02038,0.169,0.029,20,7.92,Low
VND02039,0.172,0.259,17,17.24,Low
VND02040,0.074,0.179,12,10.12,Low
VND02041,0.011,0.273,2,11.34,Low
VND02042,0.067,0.062,20,5.15,Low
VND02043,0.284,0.237,8,20.84,Low
VND02044,0.071,0.051,0,4.88,Low
VND02045,0.138,0.212,18,14.0,Low
VND02046,0.172,0.27,7,17.69,Low
VND02047,0.051,0.048,13,3.96,Low
VND02048,0.213,0.329,19,21.66,Low
VND02049,0.126,0.089,1,8.6,Low
VND02050,0.132,0.24,8,14.89,Low
VND02051,0.297,0.02,13,12.66,Low
VND02052,0.161,0.02,6,7.26,Low
VND02053,0.17,0.222,19,15.67,Low
VND02054,0.239,0.068,4,12.3,Low
VND02055,0.253,0.181,15,17.35,Low
VND02056,0.022,0.392,1,16.56,Low
VND02057,0.066,0.064,5,5.18,Low
VND02058,0.098,0.035,4,5.34,Low
VND02059,0.287,0.221,14,20.33,Low
VND02060,0.151,0.183,6,13.38,Low
VND02061,0.178,0.205,8,15.3,Low
VND02062,0.163,0.084,1,9.87,Low
VND02063,0.137,0.234,14,14.83,Low
VND02064,0.163,0.068,0,9.25,Low
VND02065,0.291,0.078,7,14.79,Low
VND02066,0.101,0.334,17,17.42,Low
VND02067,0.234,0.332,1,22.67,Low
VND02068,0.132,0.158,10,11.63,Low
VND02069,0.019,0.048,2,2.69,Low
VND02070,0.218,0.021,17,9.56,Low
VND02071,0.182,0.284,2,18.63,Low
VND02072,0.14,0.355,9,19.81,Low
VND02073,0.093,0.076,7,6.78,Low
VND02074,0.088,0.264,9,14.07,Low
VND02075,0.267,0.27,14,21.48,Low
VND02076,0.253,0.324,20,23.1,Low
VND02077,0.189,0.101,7,11.59,Low
VND02078,0.017,0.193,17,8.42,Low
VND02079,0.181,0.158,0,13.58,Low
VND02080,0.169,0.139,9,12.33,Low
VND02081,0.285,0.276,3,22.44,Low
VND02082,0.239,0.145,6,15.39,Low
VND02083,0.229,0.298,1,21.09,Low
VND02084,0.0,0.166,4,6.65,Low
VND02085,0.063,0.296,13,14.38,Low
VND02086,0.183,0.062,18,9.78,Low
VND02087,0.168,0.027,9,7.77,Low
VND02088,0.065,0.298,5,14.54,Low
VND02089,0.154,0.004,13,6.32,Low
VND02090,0.11,0.34,4,17.99,Low
VND02091,0.104,0.194,18,11.91,Low
VND02092,0.218,0.166,16,15.35,Low
VND02093,0.258,0.154,1,16.48,Low
VND02094,0.208,0.198,13,16.24,Low
VND02095,0.021,0.287,13,12.32,Low
VND02096,0.189,0.223,0,16.5,Low
VND02097,0.031,0.395,9,17.05,Low
VND02098,0.225,0.1,20,13.01,Low
VND02099,0.21,0.397,7,24.29,Low
VND02100,0.084,0.327,2,16.44,Low
VND02101,0.193,0.309,19,20.09,Low
VND02102,0.116,0.295,16,16.45,Low
VND02103,0.017,0.203,17,8.8,Low
VND02104,0.203,0.1,6,12.13,Low
VND02105,0.062,0.207,20,10.76,Low
VND02106,0.083,0.109,10,7.69,Low
VND02107,0.043,0.015,9,2.3,Low
VND02108,0.238,0.233,16,18.85,Low
VND02109,0.208,0.213,12,16.81,Low
VND02110,0.195,0.259,4,18.14,Low
VND02111,0.212,0.366,10,23.11,Low
VND02112,0.244,0.084,9,13.13,Low
VND02113,0.096,0.265,19,14.44,Low
VND02114,0.236,0.311,15,21.89,Low
VND02115,0.125,0.215,8,13.6,Low
VND02116,0.135,0.179,12,12.59,Low
VND02117,0.214,0.31,0,20.96,Low
VND02118,0.01,0.183,4,7.72,Low
VND02119,0.136,0.279,4,16.59,Low
VND02120,0.187,0.263,11,18.01,Low
VND02121,0.018,0.107,3,4.99,Low
VND02122,0.292,0.052,4,13.74,Low
VND02123,0.261,0.29,13,22.05,Low
VND02124,0.115,0.025,2,5.57,Low
VND02125,0.291,0.111,5,16.07,Low
VND02126,0.136,0.011,20,5.9,Low
VND02127,0.112,0.357,0,18.78,Low
VND02128,0.072,0.194,4,10.67,Low
VND02129,0.132,0.327,10,18.33,Low
VND02130,0.181,0.142,14,12.94,Low
VND02131,0.295,0.135,6,17.17,Low
VND02132,0.263,0.117,3,15.19,Low
VND02133,0.145,0.048,20,7.71,Low
VND02134,0.212,0.042,0,10.15,Low
VND02135,0.152,0.2,4,14.09,Low
VND02136,0.006,0.355,0,14.43,Low
VND02137,0.212,0.014,2,9.07,Low
VND02138,0.109,0.032,18,5.64,Low
VND02139,0.188,0.288,9,19.03,Low
VND02140,0.105,0.158,15,10.53,Low
VND02141,0.286,0.06,5,13.84,Low
VND02142,0.234,0.349,5,23.34,Low
VND02143,0.184,0.279,2,18.5,Low
VND02144,0.101,0.39,2,19.61,Low
VND02145,0.012,0.174,0,7.45,Low
VND02146,0.219,0.139,11,14.3,Low
VND02147,0.084,0.129,7,8.54,Low
VND02148,0.197,0.012,5,8.38,Low
VND02149,0.068,0.157,4,9.0,Low
VND02150,0.126,0.212,1,13.52,Low
VND02151,0.015,0.307,10,12.88,Low
VND02152,0.056,0.144,15,7.98,Low
VND02153,0.275,0.163,8,17.53,Low
VND02154,0.073,0.366,14,17.54,Low
VND02155,0.292,0.176,4,18.72,Low
VND02156,0.14,0.362,7,20.07,Low
VND02157,0.132,0.242,5,14.96,Low
VND02158,0.133,0.154,10,11.49,Low
VND02159,0.065,0.26,10,13.0,Low
VND02160,0.12,0.363,16,19.33,Low
VND02161,0.23,0.042,0,10.91,Low
VND02162,0.192,0.031,8,8.94,Low
VND02163,0.028,0.101,11,5.15,Low
VND02164,0.229,0.184,6,16.51,Low
VND02165,0.203,0.137,3,13.61,Low
VND02166,0.088,0.1,0,7.52,Low
VND02167,0.188,0.352,0,21.6,Low
VND02168,0.24,0.301,6,21.64,Low
VND02169,0.091,0.323,7,16.57,Low
VND02170,0.256,0.298,14,22.19,Low
VND02171,0.023,0.131,6,6.14,Low
VND02172,0.149,0.03,17,7.18,Low
VND02173,0.02,0.313,11,13.32,Low
VND02174,0.162,0.285,0,17.86,Low
VND02175,0.254,0.278,14,21.29,Low
VND02176,0.276,0.236,5,20.5,Low
VND02177,0.191,0.255,8,17.82,Low
VND02178,0.241,0.057,6,11.91,Low
VND02179,0.206,0.228,5,17.37,Low
VND02180,0.024,0.094,12,4.73,Low
VND02181,0.244,0.023,14,10.66,Low
VND02182,0.034,0.197,20,9.23,Low
VND02183,0.271,0.047,7,12.74,Low
VND02184,0.078,0.292,11,14.78,Low
VND02185,0.214,0.342,9,22.22,Low
VND02186,0.17,0.071,0,9.63,Low
VND02187,0.11,0.395,15,20.17,Low
VND02188,0.154,0.244,6,15.94,Low
VND02189,0.253,0.318,12,22.84,Low
VND02190,0.192,0.111,11,12.14,Low
VND02191,0.001,0.376,20,15.06,Low
VND02192,0.114,0.122,17,9.42,Low
VND02193,0.151,0.342,20,19.71,Low
VND02194,0.055,0.029,0,3.35,Low
VND02195,0.24,0.232,7,18.9,Low
VND02196,0.017,0.081,17,3.94,Low
VND02197,0.101,0.021,7,4.87,Low
VND02198,0.199,0.189,8,15.52,Low
VND02199,0.203,0.102,1,12.2,Low
VND02200,0.041,0.062,20,4.09,Low
VND02201,0.294,0.024,0,12.72,Low
VND02202,0.052,0.184,13,9.44,Low
VND02203,0.219,0.304,12,20.91,Low
VND02204,0.202,0.205,8,16.3,Low
VND02205,0.224,0.388,2,24.5,Low
VND02206,0.082,0.313,13,15.81,Low
VND02207,0.139,0.357,7,19.85,Low
VND02208,0.105,0.19,1,11.79,Low
VND02209,0.014,0.325,17,13.56,Low
VND02210,0.252,0.349,9,24.01,Low
VND02211,0.226,0.155,19,15.22,Low
VND02212,0.275,0.228,14,20.14,Low
VND02213,0.259,0.307,15,22.64,Low
VND02214,0.135,0.1,19,9.41,Low
VND02215,0.004,0.386,1,15.6,Low
VND02216,0.108,0.252,6,14.39,Low
VND02217,0.093,0.32,7,16.51,Low
VND02218,0.24,0.201,9,17.66,Low
VND02219,0.227,0.314,15,21.64,Low
VND02220,0.197,0.384,0,23.27,Low
VND02221,0.177,0.287,8,18.56,Low
VND02222,0.297,0.09,8,15.47,Low
VND02223,0.014,0.103,0,4.69,Low
VND02224,0.152,0.171,20,12.91,Low
VND02225,0.177,0.24,17,16.66,Low
VND02226,0.286,0.108,9,15.76,Low
VND02227,0.296,0.209,11,20.21,Low
VND02228,0.267,0.313,8,23.17,Low
VND02229,0.131,0.102,6,9.31,Low
VND02230,0.145,0.318,4,18.53,Low
VND02231,0.082,0.18,19,10.46,Low
VND02232,0.259,0.348,11,24.25,Low
VND02233,0.241,0.225,12,18.64,Low
VND02234,0.083,0.391,20,18.98,Low
VND02235,0.218,0.288,8,20.24,Low
VND02236,0.086,0.09,4,7.04,Low
VND02237,0.082,0.296,4,15.14,Low
VND02238,0.119,0.083,19,8.08,Low
VND02239,0.295,0.32,10,24.61,Low
VND02240,0.243,0.307,13,21.98,Low
VND02241,0.206,0.144,13,14.02,Low
VND02242,0.012,0.332,8,13.78,Low
VND02243,0.011,0.204,18,8.58,Low
VND02244,0.04,0.359,6,15.96,Low
VND02245,0.117,0.142,18,10.37,Low
VND02246,0.225,0.328,16,22.12,Low
VND02247,0.192,0.299,8,19.65,Low
VND02248,0.18,0.166,18,13.85,Low
VND02249,0.205,0.084,8,11.57,Low
VND02250,0.232,0.117,0,13.94,Low
VND02251,0.097,0.29,5,15.46,Low
VND02252,0.146,0.037,5,7.3,Low
VND02253,0.111,0.21,8,12.84,Low
VND02254,0.084,0.109,3,7.72,Low
VND02255,0.094,0.358,7,18.04,Low
VND02256,0.14,0.08,10,8.78,Low
VND02257,0.276,0.216,11,19.71,Low
VND02258,0.125,0.118,5,9.69,Low
VND02259,0.175,0.041,18,8.63,Low
VND02260,0.267,0.12,8,15.46,Low
VND02261,0.192,0.137,6,13.14,Low
VND02262,0.22,0.125,20,13.82,Low
VND02263,0.227,0.102,10,13.18,Low
VND02264,0.082,0.27,18,14.08,Low
VND02265,0.057,0.186,2,9.74,Low
VND02266,0.168,0.017,12,7.39,Low
VND02267,0.174,0.098,18,10.89,Low
VND02268,0.161,0.224,4,15.41,Low
VND02269,0.227,0.349,14,23.03,Low
VND02270,0.215,0.357,6,22.88,Low
VND02271,0.219,0.077,18,11.84,Low
VND02272,0.113,0.196,11,12.34,Low
VND02273,0.016,0.384,19,15.99,Low
VND02274,0.021,0.31,18,13.21,Low
VND02275,0.153,0.009,20,6.47,Low
VND02276,0.124,0.003,1,5.05,Low
VND02277,0.251,0.334,6,23.39,Low
VND02278,0.222,0.061,6,11.32,Low
VND02279,0.032,0.295,15,13.09,Low
VND02280,0.068,0.181,0,9.94,Low
VND02281,0.269,0.286,6,22.19,Low
VND02282,0.131,0.164,11,11.82,Low
VND02283,0.179,0.082,18,10.44,Low
VND02284,0.262,0.097,7,14.33,Low
VND02285,0.058,0.332,7,15.59,Low
VND02286,0.075,0.01,12,3.41,Low
VND02287,0.224,0.237,15,18.47,Low
VND02288,0.049,0.118,18,6.66,Low
VND02289,0.087,0.037,5,4.99,Low
VND02290,0.207,0.166,9,14.93,Low
VND02291,0.211,0.286,10,19.89,Low
VND02292,0.107,0.069,20,7.03,Low
VND02293,0.294,0.329,7,24.92,Low
VND02294,0.124,0.291,18,16.61,Low
VND02295,0.216,0.075,0,11.64,Low
VND02296,0.124,0.288,4,16.5,Low
VND02297,0.275,0.241,9,20.66,Low
VND02298,0.217,0.143,18,14.41,Low
VND02299,0.223,0.284,16,20.31,Low
VND02300,0.16,0.196,3,14.25,Low
VND02301,0.256,0.363,3,24.76,Low
VND02302,0.007,0.386,17,15.73,Low
VND02303,0.266,0.268,15,21.37,Low
VND02304,0.1,0.381,5,19.27,Low
VND02305,0.198,0.086,11,11.38,Low
VND02306,0.053,0.292,17,13.77,Low
VND02307,0.075,0.026,2,4.04,Low
VND02308,0.233,0.335,6,22.72,Low
VND02309,0.247,0.096,13,13.72,Low
VND02310,0.153,0.228,4,15.25,Low
VND02311,0.29,0.042,16,13.26,Low
VND02312,0.009,0.136,10,5.78,Low
VND02313,0.118,0.115,4,9.35,Low
VND02314,0.095,0.192,15,11.45,Low
VND02315,0.06,0.278,16,13.52,Low
VND02316,0.202,0.186,16,15.52,Low
VND02317,0.045,0.017,7,2.5,Low
VND02318,0.009,0.119,14,5.13,Low
VND02319,0.184,0.358,13,21.68,Low
VND02320,0.018,0.331,3,13.95,Low
VND02321,0.15,0.063,15,8.53,Low
VND02322,0.045,0.179,13,8.96,Low
VND02323,0.242,0.054,5,11.87,Low
VND02324,0.199,0.379,3,23.12,Low
VND02325,0.23,0.307,8,21.46,Low
VND02326,0.185,0.124,8,12.37,Low
VND02327,0.143,0.165,6,12.32,Low
VND02328,0.225,0.341,5,22.62,Low
VND02329,0.079,0.059,2,5.53,Low
VND02330,0.116,0.073,16,7.57,Low
VND02331,0.289,0.21,17,19.94,Low
VND02332,0.153,0.161,10,12.58,Low
VND02333,0.05,0.34,9,15.62,Low
VND02334,0.042,0.031,8,2.96,Low
VND02335,0.17,0.289,8,18.37,Low
VND02336,0.032,0.182,2,8.58,Low
VND02337,0.197,0.041,14,9.53,Low
VND02338,0.115,0.393,8,20.3,Low
VND02339,0.125,0.233,0,14.32,Low
VND02340,0.121,0.31,2,17.24,Low
VND02341,0.113,0.17,11,11.3,Low
VND02342,0.128,0.23,2,14.32,Low
VND02343,0.085,0.341,8,17.04,Low
VND02344,0.033,0.362,20,15.76,Low
VND02345,0.173,0.003,2,7.03,Low
VND02346,0.017,0.005,7,0.87,Low
VND02347,0.034,0.162,19,7.84,Low
VND02348,0.253,0.382,8,25.39,Medium
VND02349,0.292,0.183,2,19.0,Low
VND02350,0.134,0.044,13,7.11,Low
VND02351,0.242,0.169,14,16.47,Low
VND02352,0.146,0.256,1,16.1,Low
VND02353,0.256,0.051,13,12.28,Low
VND02354,0.241,0.213,12,18.14,Low
VND02355,0.269,0.298,19,22.69,Low
VND02356,0.173,0.272,11,17.83,Low
VND02357,0.197,0.065,10,10.46,Low
VND02358,0.251,0.096,4,13.86,Low
VND02359,0.011,0.3,6,12.41,Low
VND02360,0.042,0.225,20,10.69,Low
VND02361,0.094,0.256,5,13.99,Low
VND02362,0.291,0.259,1,21.99,Low
VND02363,0.185,0.362,9,21.87,Low
VND02364,0.203,0.373,15,23.04,Low
VND02365,0.211,0.358,12,22.75,Low
VND02366,0.009,0.179,11,7.53,Low
VND02367,0.226,0.176,10,16.06,Low
VND02368,0.06,0.07,3,5.21,Low
VND02369,0.0,0.246,15,9.85,Low
VND02370,0.197,0.396,12,23.73,Low
VND02371,0.133,0.105,3,9.52,Low
VND02372,0.201,0.322,16,20.9,Low
VND02373,0.218,0.168,6,15.47,Low
VND02374,0.109,0.097,4,8.25,Low
VND02375,0.135,0.305,3,17.6,Low
VND02376,0.292,0.376,5,26.76,Medium
VND02377,0.182,0.315,7,19.85,Low
VND02378,0.014,0.315,12,13.19,Low
VND02379,0.285,0.058,14,13.71,Low
VND02380,0.27,0.306,1,23.04,Low
VND02381,0.142,0.155,6,11.88,Low
VND02382,0.134,0.198,2,13.27,Low
VND02383,0.249,0.039,14,11.5,Low
VND02384,0.016,0.176,18,7.71,Low
VND02385,0.114,0.023,0,5.46,Low
VND02386,0.189,0.21,14,15.95,Low
VND02387,0.134,0.092,18,9.04,Low
VND02388,0.237,0.218,2,18.23,Low
VND02389,0.169,0.048,10,8.68,Low
VND02390,0.1,0.12,19,8.8,Low
VND02391,0.281,0.056,8,13.48,Low
VND02392,0.049,0.134,4,7.28,Low
VND02393,0.214,0.247,11,18.45,Low
VND02394,0.253,0.05,12,12.12,Low
VND02395,0.123,0.298,13,16.86,Low
VND02396,0.295,0.235,0,21.2,Low
VND02397,0.146,0.054,19,7.98,Low
VND02398,0.091,0.384,16,19.01,Low
VND02399,0.284,0.345,16,25.19,Medium
VND02400,0.007,0.241,2,9.92,Low
VND02401,0.161,0.176,17,13.51,Low
VND02402,0.237,0.29,15,21.1,Low
VND02403,0.201,0.31,10,20.44,Low
VND02404,0.159,0.011,2,6.81,Low
VND02405,0.083,0.074,19,6.26,Low
VND02406,0.22,0.225,17,17.77,Low
VND02407,0.094,0.271,17,14.57,Low
VND02408,0.246,0.216,1,18.47,Low
VND02409,0.054,0.178,6,9.3,Low
VND02410,0.075,0.124,11,7.98,Low
VND02411,0.069,0.114,14,7.3,Low
VND02412,0.15,0.124,9,10.98,Low
VND02413,0.226,0.322,10,21.92,Low
VND02414,0.198,0.174,4,14.9,Low
VND02415,0.209,0.265,0,18.99,Low
VND02416,0.087,0.242,5,13.13,Low
VND02417,0.098,0.034,10,5.27,Low
VND02418,0.144,0.335,1,19.17,Low
VND02419,0.03,0.108,3,5.5,Low
VND02420,0.274,0.135,6,16.35,Low
VND02421,0.05,0.198,17,9.93,Low
VND02422,0.181,0.211,15,15.68,Low
VND02423,0.087,0.26,6,13.88,Low
VND02424,0.201,0.023,18,8.95,Low
VND02425,0.174,0.018,15,7.69,Low
VND02426,0.056,0.067,13,4.93,Low
VND02427,0.246,0.071,4,12.67,Low
VND02428,0.038,0.048,13,3.45,Low
VND02429,0.066,0.04,7,4.24,Low
VND02430,0.193,0.207,4,16.01,Low
VND02431,0.25,0.005,11,10.2,Low
VND02432,0.225,0.141,9,14.64,Low
VND02433,0.246,0.011,20,10.29,Low
VND02434,0.291,0.351,17,25.67,Medium
VND02435,0.172,0.098,5,10.77,Low
VND02436,0.228,0.007,2,9.42,Low
VND02437,0.129,0.232,18,14.41,Low
VND02438,0.075,0.011,17,3.46,Low
VND02439,0.269,0.236,8,20.21,Low
VND02440,0.142,0.046,9,7.51,Low
VND02441,0.095,0.091,17,7.45,Low
VND02442,0.012,0.368,16,15.19,Low
VND02443,0.238,0.111,8,13.94,Low
VND02444,0.107,0.293,2,16.03,Low
VND02445,0.249,0.358,5,24.26,Low
VND02446,0.074,0.325,13,15.99,Low
VND02447,0.146,0.211,14,14.29,Low
VND02448,0.239,0.234,10,18.93,Low
VND02449,0.25,0.36,8,24.41,Low
VND02450,0.026,0.193,2,8.78,Low
VND02451,0.064,0.277,4,13.65,Low
VND02452,0.298,0.248,1,21.85,Low
VND02453,0.255,0.028,19,11.33,Low
VND02454,0.24,0.052,12,11.66,Low
VND02455,0.076,0.397,19,18.93,Low
VND02456,0.125,0.278,12,16.08,Low
VND02457,0.172,0.34,18,20.46,Low
VND02458,0.168,0.051,3,8.76,Low
VND02459,0.03,0.172,0,8.09,Low
VND02460,0.025,0.149,5,6.97,Low
VND02461,0.038,0.25,5,11.53,Low
VND02462,0.11,0.233,16,13.7,Low
VND02463,0.089,0.2,18,11.57,Low
VND02464,0.214,0.374,15,23.53,Low
VND02465,0.214,0.028,10,9.68,Low
VND02466,0.196,0.2,5,15.81,Low
VND02467,0.185,0.27,11,18.21,Low
VND02468,0.118,0.394,3,20.5,Low
VND02469,0.14,0.153,10,11.73,Low
VND02470,0.142,0.396,5,21.52,Low
VND02471,0.282,0.104,2,15.43,Low
VND02472,0.101,0.021,5,4.88,Low
VND02473,0.156,0.115,3,10.83,Low
VND02474,0.271,0.031,18,12.06,Low
VND02475,0.001,0.288,20,11.56,Low
VND02476,0.166,0.106,11,10.86,Low
VND02477,0.024,0.328,2,14.08,Low
VND02478,0.088,0.293,6,15.26,Low
VND02479,0.283,0.083,2,14.62,Low
VND02480,0.171,0.312,4,19.33,Low
VND02481,0.2,0.062,16,10.48,Low
VND02482,0.104,0.331,7,17.39,Low
VND02483,0.196,0.246,10,17.68,Low
VND02484,0.202,0.122,0,12.97,Low
VND02485,0.051,0.27,6,12.81,Low
VND02486,0.244,0.272,3,20.65,Low
VND02487,0.168,0.363,17,21.23,Low
VND02488,0.208,0.307,20,20.61,Low
VND02489,0.114,0.019,20,5.31,Low
VND02490,0.085,0.074,15,6.37,Low
VND02491,0.191,0.373,9,22.57,Low
VND02492,0.189,0.4,6,23.57,Low
VND02493,0.149,0.146,11,11.79,Low
VND02494,0.289,0.292,1,23.22,Low
VND02495,0.266,0.162,0,17.1,Low
VND02496,0.095,0.141,0,9.44,Low
VND02497,0.068,0.386,17,18.13,Low
VND02498,0.212,0.276,4,19.5,Low
VND02499,0.099,0.005,12,4.15,Low
VND02500,0.074,0.361,1,17.42,Low
VND02501,0.28,0.381,16,26.45,Medium
VND02502,0.019,0.253,0,10.9,Low
VND02503,0.097,0.388,5,19.42,Low
VND02504,0.152,0.101,14,10.12,Low
VND02505,0.069,0.117,9,7.43,Low
VND02506,0.08,0.009,19,3.54,Low
VND02507,0.05,0.292,10,13.7,Low
VND02508,0.265,0.286,9,22.07,Low
VND02509,0.178,0.199,12,15.08,Low
VND02510,0.153,0.123,2,11.03,Low
VND02511,0.141,0.15,0,11.64,Low
VND02512,0.132,0.048,15,7.18,Low
VND02513,0.267,0.202,9,18.79,Low
VND02514,0.262,0.376,2,25.51,Medium
VND02515,0.097,0.242,8,13.56,Low
VND02516,0.011,0.253,15,10.57,Low
VND02517,0.007,0.39,17,15.86,Low
VND02518,0.137,0.224,9,14.46,Low
VND02519,0.287,0.147,9,17.36,Low
VND02520,0.086,0.193,20,11.14,Low
VND02521,0.032,0.035,11,2.68,Low
VND02522,0.002,0.119,14,4.84,Low
VND02523,0.23,0.071,10,12.05,Low
VND02524,0.285,0.276,18,22.44,Low
VND02525,0.284,0.297,6,23.22,Low
VND02526,0.003,0.104,6,4.26,Low
VND02527,0.211,0.131,17,13.69,Low
VND02528,0.094,0.303,19,15.87,Low
VND02529,0.231,0.302,12,21.29,Low
